ID,Topico,Pergunta,Alt_A,Alt_B,Alt_C,Alt_D,Resposta_Correta,Explicacao,Sua_Resposta,Confianca,Data_Resposta
135,7. RLS (Row-Level Security),Qual é o benefício de usar funções de segurança inline em vez de funções de segurança tradicionais no Row-Level Security (RLS)?,Melhor desempenho devido à compilação dinâmica,Maior flexibilidade na definição de regras de segurança,Menor complexidade na implementação,Todas as alternativas acima,D,"As funções de segurança inline oferecem vários benefícios, incluindo melhor desempenho devido à compilação dinâmica, maior flexibilidade na definição de regras de segurança, e menor complexidade na implementação. Isso ocorre porque as funções inline são compiladas dinamicamente e podem ser otimizadas para o caso de uso específico, resultando em melhor desempenho. Além disso, as funções inline são mais fáceis de implementar e manter do que as funções tradicionais, pois não requerem a criação de objetos de função separados.",,,
136,7. RLS (Row-Level Security),Como você pode lidar com exceções de segurança no Row-Level Security (RLS) de um banco de dados SQL Server?,Definindo regras de segurança adicionais para lidar com as exceções,Usando a cláusula TRY-CATCH para capturar e tratar as exceções,Configurando o RLS para permitir acesso irrestrito em caso de exceção,Desabilitando o RLS para as tabelas afetadas pelas exceções,A,"Para lidar com exceções de segurança no RLS, você pode definir regras de segurança adicionais que sejam específicas para as situações de exceção. Isso permite que você personalize a resposta do sistema a diferentes tipos de exceções, garantindo que as regras de segurança sejam aplicadas de forma flexível e eficaz. As regras adicionais podem ser projetadas para permitir ou negar acesso com base nas condições específicas da exceção.",,,
137,7. RLS (Row-Level Security),Qual é o papel do administrador do banco de dados no Row-Level Security (RLS)?,Definir as regras de segurança para as tabelas,Gerenciar as permissões de acesso dos usuários,Monitorar o acesso ao banco de dados,Todas as alternativas acima,D,"O administrador do banco de dados desempenha um papel crucial no RLS, pois é responsável por definir as regras de segurança para as tabelas, gerenciar as permissões de acesso dos usuários, e monitorar o acesso ao banco de dados. Essas responsabilidades garantem que as regras de segurança sejam aplicadas corretamente e que o acesso ao banco de dados seja controlado de forma eficaz.",,,
138,7. RLS (Row-Level Security),Como você pode integrar o Row-Level Security (RLS) com outras funcionalidades de segurança do SQL Server?,Usando a autenticação do Windows para gerenciar as identidades dos usuários,Implementando a criptografia de dados para proteger os dados em repouso,Configurando firewalls e regras de rede para controlar o acesso ao banco de dados,Todas as alternativas acima,D,"A integração do RLS com outras funcionalidades de segurança do SQL Server é crucial para uma segurança abrangente. Isso inclui usar a autenticação do Windows para gerenciar as identidades dos usuários, implementar a criptografia de dados para proteger os dados em repouso, e configurar firewalls e regras de rede para controlar o acesso ao banco de dados. Essa abordagem integrada garante que o banco de dados seja protegido contra várias ameaças e vulnerabilidades.",,,
139,7. RLS (Row-Level Security),Qual é o impacto do Row-Level Security (RLS) na auditoria e conformidade de um banco de dados SQL Server?,O RLS simplifica a auditoria e a conformidade ao fornecer um registro detalhado do acesso aos dados,O RLS complica a auditoria e a conformidade devido à complexidade das regras de segurança,O RLS não tem impacto na auditoria e conformidade,O RLS é irrelevante para a auditoria e conformidade,A,"O RLS simplifica a auditoria e a conformidade ao fornecer um registro detalhado do acesso aos dados. Com o RLS, é possível trackear quem acessou quais dados e quando, o que facilita a identificação de acessos não autorizados ou suspeitos. Além disso, o RLS ajuda a garantir que as regras de segurança sejam aplicadas consistentemente, o que é essencial para a conformidade com regulamentos e padrões de segurança.",,,
140,7. RLS (Row-Level Security),Como você pode garantir que as regras de segurança do Row-Level Security (RLS) sejam consistentes em todo o banco de dados?,Definindo regras de segurança padrão para o banco de dados,Criando um modelo de segurança para o banco de dados,Implementando uma política de segurança centralizada,Todas as alternativas acima,D,"Para garantir que as regras de segurança do RLS sejam consistentes em todo o banco de dados, é importante definir regras de segurança padrão para o banco de dados, criar um modelo de segurança para o banco de dados, e implementar uma política de segurança centralizada. Essas abordagens ajudam a garantir que as regras de segurança sejam aplicadas de forma uniforme em todo o banco de dados, reduzindo o risco de inconsistências e vulnerabilidades de segurança.",,,
141,7. RLS (Row-Level Security),Qual é o benefício de usar o Row-Level Security (RLS) em um ambiente de nuvem?,Melhor desempenho devido à escalabilidade da nuvem,Maior flexibilidade na definição de regras de segurança,Redução dos custos de gerenciamento de segurança,Todas as alternativas acima,D,"O uso do RLS em um ambiente de nuvem oferece vários benefícios, incluindo melhor desempenho devido à escalabilidade da nuvem, maior flexibilidade na definição de regras de segurança, e redução dos custos de gerenciamento de segurança. A nuvem permite que os bancos de dados sejam escalados rapidamente para atender às necessidades de segurança, e o RLS pode ser configurado para aproveitar essa escalabilidade. Além disso, a nuvem geralmente oferece ferramentas e serviços de segurança integrados que podem ser usados em conjunto com o RLS para melhorar a segurança geral do banco de dados.",,,
142,9. T-SQL no Warehouse,Um banco de dados do Azure Synapse Analytics está sendo projetado para armazenar grandes volumes de dados de vendas. Qual é a melhor prática para otimizar a consulta de dados em uma tabela de fatos grande?,Utilizar particionamento de tabela,Utilizar índices columnstore,Utilizar índices B-tree,Utilizar uma combinação de particionamento e índices,D,"A combinação de particionamento e índices é a melhor prática para otimizar a consulta de dados em uma tabela de fatos grande, pois permite que os dados sejam divididos em partições menores e mais gerenciáveis, enquanto os índices melhoram a velocidade de consulta.",,,
143,9. T-SQL no Warehouse,Qual é a função do comando T-SQL 'CTAS' (CREATE TABLE AS SELECT) no Azure Synapse Analytics?,Criar uma tabela temporária,Criar uma tabela permanente com os dados de uma consulta,Criar um índice em uma tabela existente,Criar uma vista,B,"O comando CTAS é usado para criar uma tabela permanente com os dados de uma consulta, o que pode ser útil para criar tabelas de fatos ou dimensões em um data warehouse.",,,
144,9. T-SQL no Warehouse,Um desenvolvedor está tentando otimizar uma consulta que está demorando muito tempo para executar. Qual é a melhor ferramenta para analisar o plano de execução da consulta?,Azure Monitor,Azure Data Studio,SQL Server Management Studio (SSMS),DMVs (Dynamic Management Views),C,"O SQL Server Management Studio (SSMS) é a melhor ferramenta para analisar o plano de execução da consulta, pois fornece uma interface gráfica para visualizar o plano de execução e identificar possíveis gargalos.",,,
145,9. T-SQL no Warehouse,Qual é a diferença entre um índice columnstore e um índice B-tree?,"Um índice columnstore é usado para consultas de leitura, enquanto um índice B-tree é usado para consultas de escrita","Um índice columnstore é usado para consultas de escrita, enquanto um índice B-tree é usado para consultas de leitura","Um índice columnstore é usado para armazenar dados em colunas, enquanto um índice B-tree é usado para armazenar dados em linhas","Um índice columnstore é usado para armazenar dados em linhas, enquanto um índice B-tree é usado para armazenar dados em colunas",C,"Um índice columnstore é usado para armazenar dados em colunas, o que pode melhorar a velocidade de consulta para certos tipos de consultas, enquanto um índice B-tree é usado para armazenar dados em linhas, o que pode ser mais adequado para consultas que envolvem a recuperação de dados por chave primária ou estrangeira.",,,
146,9. T-SQL no Warehouse,Um desenvolvedor está tentando melhorar a performance de uma tabela que está sendo atualizada frequentemente. Qual é a melhor prática para otimizar a atualização de dados em uma tabela?,Utilizar um índice columnstore,Utilizar um índice B-tree,Utilizar particionamento de tabela,Utilizar uma combinação de particionamento e índices,D,"A combinação de particionamento e índices é a melhor prática para otimizar a atualização de dados em uma tabela, pois permite que os dados sejam divididos em partições menores e mais gerenciáveis, enquanto os índices melhoram a velocidade de consulta e atualização.",,,
147,9. T-SQL no Warehouse,Qual é a função do comando T-SQL 'DROP TABLE' no Azure Synapse Analytics?,Excluir uma tabela temporária,Excluir uma tabela permanente,Excluir um índice em uma tabela existente,Excluir uma vista,B,"O comando DROP TABLE é usado para excluir uma tabela permanente, o que pode ser útil para remover tabelas desnecessárias ou obsoletas de um data warehouse.",,,
148,9. T-SQL no Warehouse,Um desenvolvedor está tentando criar uma tabela que contenha dados de diferentes fontes. Qual é a melhor prática para integrar dados de diferentes fontes em uma tabela?,Utilizar um índice columnstore,Utilizar um índice B-tree,Utilizar particionamento de tabela,"Utilizar uma combinação de ETL (Extract, Transform, Load) e ELT (Extract, Load, Transform)",D,"A combinação de ETL e ELT é a melhor prática para integrar dados de diferentes fontes em uma tabela, pois permite que os dados sejam extraídos das fontes, transformados em um formato consistente e carregados em uma tabela de destino.",,,
149,9. T-SQL no Warehouse,Qual é a diferença entre um data warehouse e um data lake?,"Um data warehouse é um repositório de dados estruturados, enquanto um data lake é um repositório de dados não estruturados","Um data warehouse é um repositório de dados não estruturados, enquanto um data lake é um repositório de dados estruturados","Um data warehouse é um repositório de dados em tempo real, enquanto um data lake é um repositório de dados históricos","Um data warehouse é um repositório de dados históricos, enquanto um data lake é um repositório de dados em tempo real",A,"Um data warehouse é um repositório de dados estruturados, projetado para suportar a análise e a tomada de decisões, enquanto um data lake é um repositório de dados não estruturados, projetado para armazenar grandes volumes de dados em seu formato nativo.",,,
150,9. T-SQL no Warehouse,Um desenvolvedor está tentando criar uma tabela que contenha dados de uma fonte de dados externa. Qual é a melhor prática para carregar dados de uma fonte de dados externa em uma tabela?,Utilizar um índice columnstore,Utilizar um índice B-tree,Utilizar particionamento de tabela,Utilizar o PolyBase ou o Azure Data Factory,D,"O PolyBase ou o Azure Data Factory são as melhores práticas para carregar dados de uma fonte de dados externa em uma tabela, pois permitem que os dados sejam carregados de forma eficiente e escalável.",,,
151,9. T-SQL no Warehouse,Qual é a função do comando T-SQL 'CREATE EXTERNAL TABLE' no Azure Synapse Analytics?,Criar uma tabela temporária,Criar uma tabela permanente,Criar uma tabela externa que referencia dados de uma fonte de dados externa,Criar uma vista,C,"O comando CREATE EXTERNAL TABLE é usado para criar uma tabela externa que referencia dados de uma fonte de dados externa, o que pode ser útil para acessar dados de fontes de dados externas sem precisar carregá-los em uma tabela local.",,,
152,9. T-SQL no Warehouse,Um desenvolvedor está tentando criar uma tabela que contenha dados de uma fonte de dados em tempo real. Qual é a melhor prática para carregar dados de uma fonte de dados em tempo real em uma tabela?,Utilizar um índice columnstore,Utilizar um índice B-tree,Utilizar particionamento de tabela,Utilizar o Azure Stream Analytics ou o Azure IoT Hub,D,"O Azure Stream Analytics ou o Azure IoT Hub são as melhores práticas para carregar dados de uma fonte de dados em tempo real em uma tabela, pois permitem que os dados sejam carregados de forma eficiente e escalável em tempo real.",,,
153,9. T-SQL no Warehouse,Qual é a diferença entre um índice columnstore clusterizado e um índice columnstore não clusterizado?,"Um índice columnstore clusterizado é usado para consultas de leitura, enquanto um índice columnstore não clusterizado é usado para consultas de escrita","Um índice columnstore clusterizado é usado para consultas de escrita, enquanto um índice columnstore não clusterizado é usado para consultas de leitura","Um índice columnstore clusterizado é usado para armazenar dados em uma ordem específica, enquanto um índice columnstore não clusterizado é usado para armazenar dados em uma ordem aleatória","Um índice columnstore clusterizado é usado para armazenar dados em uma ordem aleatória, enquanto um índice columnstore não clusterizado é usado para armazenar dados em uma ordem específica",C,"Um índice columnstore clusterizado é usado para armazenar dados em uma ordem específica, o que pode melhorar a velocidade de consulta para certos tipos de consultas, enquanto um índice columnstore não clusterizado é usado para armazenar dados em uma ordem aleatória, o que pode ser mais adequado para consultas que envolvem a recuperação de dados por chave primária ou estrangeira.",,,
154,9. T-SQL no Warehouse,Um desenvolvedor está tentando criar uma tabela que contenha dados de uma fonte de dados que contenha dados sensíveis. Qual é a melhor prática para proteger os dados sensíveis em uma tabela?,Utilizar um índice columnstore,Utilizar um índice B-tree,Utilizar particionamento de tabela,Utilizar o Always Encrypted ou o Dynamic Data Masking,D,"O Always Encrypted ou o Dynamic Data Masking são as melhores práticas para proteger os dados sensíveis em uma tabela, pois permitem que os dados sejam criptografados ou mascarados para evitar o acesso não autorizado.",,,
155,9. T-SQL no Warehouse,Qual é a função do comando T-SQL 'ALTER TABLE' no Azure Synapse Analytics?,Criar uma tabela temporária,Criar uma tabela permanente,Alterar a estrutura de uma tabela existente,Excluir uma tabela,C,"O comando ALTER TABLE é usado para alterar a estrutura de uma tabela existente, o que pode ser útil para adicionar ou remover colunas, alterar o tipo de dados de uma coluna, ou realizar outras alterações na estrutura da tabela.",,,
156,9. T-SQL no Warehouse,Um desenvolvedor está tentando criar uma tabela que contenha dados de uma fonte de dados que contenha dados em diferentes formatos. Qual é a melhor prática para lidar com dados em diferentes formatos em uma tabela?,Utilizar um índice columnstore,Utilizar um índice B-tree,Utilizar particionamento de tabela,Utilizar o PolyBase ou o Azure Data Factory para transformar os dados em um formato consistente,D,"O PolyBase ou o Azure Data Factory são as melhores práticas para lidar com dados em diferentes formatos em uma tabela, pois permitem que os dados sejam transformados em um formato consistente antes de serem carregados na tabela.",,,
157,9. T-SQL no Warehouse,Qual é a diferença entre um data warehouse e um data mart?,"Um data warehouse é um repositório de dados estruturados, enquanto um data mart é um repositório de dados não estruturados","Um data warehouse é um repositório de dados não estruturados, enquanto um data mart é um repositório de dados estruturados","Um data warehouse é um repositório de dados que contém dados de toda a empresa, enquanto um data mart é um repositório de dados que contém dados de um departamento ou equipe específica","Um data warehouse é um repositório de dados que contém dados de um departamento ou equipe específica, enquanto um data mart é um repositório de dados que contém dados de toda a empresa",C,"Um data warehouse é um repositório de dados que contém dados de toda a empresa, enquanto um data mart é um repositório de dados que contém dados de um departamento ou equipe específica, o que pode ser útil para suportar a análise e a tomada de decisões em um nível mais granular.",,,
158,9. T-SQL no Warehouse,Um desenvolvedor está tentando criar uma tabela que contenha dados de uma fonte de dados que contenha dados em tempo real. Qual é a melhor prática para lidar com dados em tempo real em uma tabela?,Utilizar um índice columnstore,Utilizar um índice B-tree,Utilizar particionamento de tabela,Utilizar o Azure Stream Analytics ou o Azure IoT Hub para carregar os dados em tempo real,D,"O Azure Stream Analytics ou o Azure IoT Hub são as melhores práticas para lidar com dados em tempo real em uma tabela, pois permitem que os dados sejam carregados em tempo real e processados de forma eficiente.",,,
159,9. T-SQL no Warehouse,Qual é a função do comando T-SQL 'TRUNCATE TABLE' no Azure Synapse Analytics?,Excluir todos os dados de uma tabela,Excluir uma tabela,Criar uma tabela temporária,Criar uma tabela permanente,A,"O comando TRUNCATE TABLE é usado para excluir todos os dados de uma tabela, o que pode ser útil para resetar a tabela ou prepará-la para um novo carregamento de dados.",,,
160,9. T-SQL no Warehouse,Um desenvolvedor está tentando criar uma tabela que contenha dados de uma fonte de dados que contenha dados sensíveis. Qual é a melhor prática para proteger os dados sensíveis em uma tabela?,Utilizar um índice columnstore,Utilizar um índice B-tree,Utilizar particionamento de tabela,Utilizar o Always Encrypted ou o Dynamic Data Masking para proteger os dados sensíveis,D,"O Always Encrypted ou o Dynamic Data Masking são as melhores práticas para proteger os dados sensíveis em uma tabela, pois permitem que os dados sejam criptografados ou mascarados para evitar o acesso não autorizado.",,,
161,11. Shortcuts e Espelhamento (Mirroring),Um administrador de dados está configurando um espelhamento de banco de dados em um ambiente de produção para garantir alta disponibilidade. Qual é o principal benefício de usar o espelhamento de banco de dados?,Melhoria do desempenho do banco de dados,Redução do uso de recursos do sistema,Garantia de disponibilidade e recuperação em caso de falha,Simplificação da gestão de segurança do banco de dados,C,"O espelhamento de banco de dados é uma técnica que replica os dados em tempo real em um ou mais servidores, garantindo que os dados estejam disponíveis mesmo em caso de falha do servidor principal. Isso ajuda a garantir a alta disponibilidade do sistema.",,,
162,11. Shortcuts e Espelhamento (Mirroring),Um desenvolvedor está trabalhando em um projeto que exige a replicação de dados em dois servidores diferentes. Qual é o método mais adequado para alcançar essa replicação?,Espelhamento de banco de dados,Réplica de leitura,Réplica de gravação,Cópia de segurança diferencial,A,"O espelhamento de banco de dados é uma técnica que replica os dados em tempo real em um ou mais servidores, garantindo que os dados estejam disponíveis mesmo em caso de falha do servidor principal.",,,
163,11. Shortcuts e Espelhamento (Mirroring),Um administrador de banco de dados está configurando um espelhamento de banco de dados e precisa escolher o tipo de modo de operação. Qual é o modo de operação mais comum usado em ambientes de produção?,Modo de alta segurança,Modo de alta performance,Modo síncrono,Modo assíncrono,C,"O modo síncrono é o mais comum em ambientes de produção porque garante que as transações sejam commitadas em ambos os servidores antes de considerá-las concluídas, garantindo a consistência dos dados.",,,
164,11. Shortcuts e Espelhamento (Mirroring),Um desenvolvedor está trabalhando em um projeto que exige a implementação de um mecanismo de failover automático em caso de falha do servidor principal. Qual é o recurso mais adequado para alcançar essa funcionalidade?,Grupo de disponibilidade,Espelhamento de banco de dados,Réplica de leitura,Cópia de segurança completa,A,"Um grupo de disponibilidade é um recurso que permite a criação de um grupo de servidores que trabalham juntos para garantir a disponibilidade dos dados, permitindo o failover automático em caso de falha.",,,
165,11. Shortcuts e Espelhamento (Mirroring),Um administrador de banco de dados está configurando um espelhamento de banco de dados e precisa escolher o tipo de witness. Qual é o tipo de witness mais comum usado em ambientes de produção?,Witness automatizado,Witness manual,Witness de votação,Witness de quorum,D,O witness de quorum é o mais comum em ambientes de produção porque ajuda a garantir que o espelhamento de banco de dados continue funcionando mesmo em caso de falha de um dos servidores.,,,
166,11. Shortcuts e Espelhamento (Mirroring),Um desenvolvedor está trabalhando em um projeto que exige a implementação de um mecanismo de notificação em caso de falha do servidor principal. Qual é o recurso mais adequado para alcançar essa funcionalidade?,Alertas do SQL Server,Notificações do Azure,Log de eventos do Windows,Relatórios do Power BI,A,"Os alertas do SQL Server são um recurso que permite a criação de regras de notificação em caso de falha ou outros eventos específicos, permitindo que os administradores sejam notificados rapidamente.",,,
167,11. Shortcuts e Espelhamento (Mirroring),Um administrador de banco de dados está configurando um espelhamento de banco de dados e precisa escolher o tipo de autenticação. Qual é o tipo de autenticação mais seguro usado em ambientes de produção?,Autenticação de Windows,Autenticação do SQL Server,Autenticação de certificado,Autenticação de token,A,A autenticação de Windows é o tipo de autenticação mais seguro porque utiliza a infraestrutura de segurança do Active Directory para autenticar os usuários e garantir a segurança dos dados.,,,
168,11. Shortcuts e Espelhamento (Mirroring),Um desenvolvedor está trabalhando em um projeto que exige a implementação de um mecanismo de backup e restauração em caso de falha do servidor principal. Qual é o recurso mais adequado para alcançar essa funcionalidade?,Cópia de segurança completa,Cópia de segurança diferencial,Cópia de segurança de logs,Réplica de leitura,A,A cópia de segurança completa é o recurso mais adequado para alcançar essa funcionalidade porque permite a restauração completa do banco de dados em caso de falha.,,,
169,11. Shortcuts e Espelhamento (Mirroring),Um administrador de banco de dados está configurando um espelhamento de banco de dados e precisa escolher o tipo de rede. Qual é o tipo de rede mais comum usado em ambientes de produção?,Rede LAN,Rede WAN,Rede VPN,Rede de armazenamento,A,A rede LAN é o tipo de rede mais comum usado em ambientes de produção porque oferece uma conexão rápida e segura entre os servidores.,,,
170,11. Shortcuts e Espelhamento (Mirroring),Um desenvolvedor está trabalhando em um projeto que exige a implementação de um mecanismo de monitoramento em caso de falha do servidor principal. Qual é o recurso mais adequado para alcançar essa funcionalidade?,Monitoramento do SQL Server,Monitoramento do Azure,Monitoramento do Windows,Monitoramento do Power BI,A,O monitoramento do SQL Server é o recurso mais adequado para alcançar essa funcionalidade porque permite o monitoramento em tempo real do desempenho e da segurança do banco de dados.,,,
171,11. Shortcuts e Espelhamento (Mirroring),Um administrador de banco de dados está configurando um espelhamento de banco de dados e precisa escolher o tipo de armazenamento. Qual é o tipo de armazenamento mais comum usado em ambientes de produção?,Armazenamento em disco,Armazenamento em fita,Armazenamento em nuvem,Armazenamento em SAN,A,O armazenamento em disco é o tipo de armazenamento mais comum usado em ambientes de produção porque oferece uma capacidade de armazenamento grande e uma velocidade de acesso rápida.,,,
172,11. Shortcuts e Espelhamento (Mirroring),Um desenvolvedor está trabalhando em um projeto que exige a implementação de um mecanismo de segurança em caso de falha do servidor principal. Qual é o recurso mais adequado para alcançar essa funcionalidade?,Firewall do SQL Server,Firewall do Windows,Criptografia do SQL Server,Autenticação de dois fatores,A,O firewall do SQL Server é o recurso mais adequado para alcançar essa funcionalidade porque permite controlar o acesso ao banco de dados e proteger contra ataques mal-intencionados.,,,
173,11. Shortcuts e Espelhamento (Mirroring),Um administrador de banco de dados está configurando um espelhamento de banco de dados e precisa escolher o tipo de certificado. Qual é o tipo de certificado mais comum usado em ambientes de produção?,Certificado de autenticação,Certificado de criptografia,Certificado de SSL,Certificado de TLS,C,O certificado de SSL é o tipo de certificado mais comum usado em ambientes de produção porque permite a criptografia das comunicações entre os servidores e os clientes.,,,
174,11. Shortcuts e Espelhamento (Mirroring),Um desenvolvedor está trabalhando em um projeto que exige a implementação de um mecanismo de escalabilidade em caso de aumento da carga de trabalho. Qual é o recurso mais adequado para alcançar essa funcionalidade?,Escalabilidade vertical,Escalabilidade horizontal,Load balancing,Réplica de leitura,B,A escalabilidade horizontal é o recurso mais adequado para alcançar essa funcionalidade porque permite adicionar mais servidores para lidar com o aumento da carga de trabalho.,,,
175,11. Shortcuts e Espelhamento (Mirroring),Um administrador de banco de dados está configurando um espelhamento de banco de dados e precisa escolher o tipo de política de segurança. Qual é o tipo de política de segurança mais comum usado em ambientes de produção?,Política de segurança de rede,Política de segurança de sistema,Política de segurança de banco de dados,Política de segurança de aplicativo,C,A política de segurança de banco de dados é o tipo de política de segurança mais comum usado em ambientes de produção porque permite controlar o acesso ao banco de dados e proteger contra ataques mal-intencionados.,,,
176,11. Shortcuts e Espelhamento (Mirroring),Um desenvolvedor está trabalhando em um projeto que exige a implementação de um mecanismo de auditoria em caso de falha do servidor principal. Qual é o recurso mais adequado para alcançar essa funcionalidade?,Auditoria do SQL Server,Auditoria do Windows,Auditoria do Active Directory,Auditoria do Power BI,A,A auditoria do SQL Server é o recurso mais adequado para alcançar essa funcionalidade porque permite monitorar e registrar todas as atividades do banco de dados.,,,
177,11. Shortcuts e Espelhamento (Mirroring),Um administrador de banco de dados está configurando um espelhamento de banco de dados e precisa escolher o tipo de armazenamento de logs. Qual é o tipo de armazenamento de logs mais comum usado em ambientes de produção?,Armazenamento de logs em disco,Armazenamento de logs em fita,Armazenamento de logs em nuvem,Armazenamento de logs em SAN,A,O armazenamento de logs em disco é o tipo de armazenamento de logs mais comum usado em ambientes de produção porque oferece uma capacidade de armazenamento grande e uma velocidade de acesso rápida.,,,
178,11. Shortcuts e Espelhamento (Mirroring),Um desenvolvedor está trabalhando em um projeto que exige a implementação de um mecanismo de notificação em caso de falha do servidor principal. Qual é o recurso mais adequado para alcançar essa funcionalidade?,Notificação por e-mail,Notificação por SMS,Notificação por telefone,Notificação por aplicativo,A,A notificação por e-mail é o recurso mais adequado para alcançar essa funcionalidade porque permite enviar notificações rapidamente e de forma segura.,,,
179,11. Shortcuts e Espelhamento (Mirroring),Um administrador de banco de dados está configurando um espelhamento de banco de dados e precisa escolher o tipo de ferramenta de monitoramento. Qual é o tipo de ferramenta de monitoramento mais comum usado em ambientes de produção?,Ferramenta de monitoramento do SQL Server,Ferramenta de monitoramento do Windows,Ferramenta de monitoramento do Active Directory,Ferramenta de monitoramento do Power BI,A,A ferramenta de monitoramento do SQL Server é o tipo de ferramenta de monitoramento mais comum usado em ambientes de produção porque permite monitorar o desempenho e a segurança do banco de dados.,,,
180,11. Shortcuts e Espelhamento (Mirroring),Um desenvolvedor está trabalhando em um projeto que exige a implementação de um mecanismo de backup e restauração em caso de falha do servidor principal. Qual é o recurso mais adequado para alcançar essa funcionalidade?,Cópia de segurança completa,Cópia de segurança diferencial,Cópia de segurança de logs,Réplica de leitura,A,A cópia de segurança completa é o recurso mais adequado para alcançar essa funcionalidade porque permite a restauração completa do banco de dados em caso de falha.,,,
181,11. Shortcuts e Espelhamento (Mirroring),Um administrador de banco de dados está configurando um espelhamento de banco de dados e precisa escolher o tipo de política de backup. Qual é o tipo de política de backup mais comum usado em ambientes de produção?,Política de backup diário,Política de backup semanal,Política de backup mensal,Política de backup contínuo,A,A política de backup diário é o tipo de política de backup mais comum usado em ambientes de produção porque permite a restauração do banco de dados em caso de falha em um período de tempo curto.,,,
182,11. Shortcuts e Espelhamento (Mirroring),Um desenvolvedor está trabalhando em um projeto que exige a implementação de um mecanismo de segurança em caso de falha do servidor principal. Qual é o recurso mais adequado para alcançar essa funcionalidade?,Firewall do SQL Server,Firewall do Windows,Criptografia do SQL Server,Autenticação de dois fatores,A,O firewall do SQL Server é o recurso mais adequado para alcançar essa funcionalidade porque permite controlar o acesso ao banco de dados e proteger contra ataques mal-intencionados.,,,
183,11. Shortcuts e Espelhamento (Mirroring),Um administrador de banco de dados está configurando um espelhamento de banco de dados e precisa escolher o tipo de certificado de segurança. Qual é o tipo de certificado de segurança mais comum usado em ambientes de produção?,Certificado de autenticação,Certificado de criptografia,Certificado de SSL,Certificado de TLS,C,O certificado de SSL é o tipo de certificado de segurança mais comum usado em ambientes de produção porque permite a criptografia das comunicações entre os servidores e os clientes.,,,
